Task ID,Task,Concept,Route,Task Scope,Engineering Domain,Work Pattern,Start,Finish,Prior FTE-years,Revised FTE-years,Planned Labor Hours,Blended Loaded Rate ($000/FTE-year),Prior Labor Cost ($000),Revised Labor Cost ($000),External Engineering & Lab ($000),"Software, Compute & Data ($000)","Equipment, Materials & Fabrication ($000)","Facility, Test & Field Operations ($000)",Regulatory Review Fees ($000),"Legal, Hearing & Advisory ($000)",Travel & Field Support ($000),Other Direct ($000),Risk Allowance ($000),Prior Total Cost ($000),Revised Total Cost ($000),Allocated Program Package Share ($000),Fully Burdened Task View ($000),Low Estimate ($000),High Estimate ($000),Total Delta ($000),Total Change (%),Estimate Class,Estimate Method
P-3.1.g,"References, Acronyms, and Definitions Compilation",Power Reactor,shared_program,power_reactor_engineering,systems_engineering,design_engineering,2029-10-01,2031-12-30,0.042492,0.732,1229.8,276.501,9.661656,202.39881,57.365,26.075,0.0,0.0,0.0,0.0,8.344,12.516,46.004821,9.661656,352.703632,133.731762,486.435394,282.162905,493.785084,343.041976,3550.55,Engineering planning estimate,Bottom-up activity-based estimate by work package
P-3.1.h,"Licensing & QA Review, Finalization, and Release",Power Reactor,shared_program,power_reactor_engineering,systems_engineering,design_engineering,2030-10-01,2032-03-31,0.037181,0.755,1268.4,276.705,8.460338,208.9121,57.365,26.075,0.0,0.0,0.0,0.0,8.344,12.516,46.981815,8.460338,360.193915,137.92923,498.123145,288.155132,504.271481,351.733577,4157.44,Engineering planning estimate,Bottom-up activity-based estimate by work package
P-3.10.a,System Architecture & Boundaries,Power Reactor,shared_program,power_reactor_engineering,materials,design_engineering,2030-01-01,2031-12-31,0.161815,0.931,1564.1,229.297,30.413636,213.475397,84.60375,38.45625,0.0,0.0,0.0,0.0,12.306,18.459,55.09506,30.413636,422.395457,204.101332,626.496789,337.916365,591.353639,391.981821,1288.84,Engineering planning estimate,Bottom-up activity-based estimate by work package
P-3.10.b,"Turbine-Generator Design, Overspeed Protection & Missile Analysis",Power Reactor,shared_program,power_reactor_engineering,electrical,design_engineering,2030-07-01,2032-12-31,0.35323,0.887,1490.2,229.406,66.426042,203.482842,57.75,26.25,0.0,0.0,0.0,0.0,8.4,12.6,46.272426,66.426042,354.755268,170.150776,524.906044,283.804215,496.657376,288.329226,434.06,Engineering planning estimate,Bottom-up activity-based estimate by work package
P-3.10.c,"Main Steam System - Isolation, Relief, and Water Induction Prevention",Power Reactor,shared_program,power_reactor_engineering,materials,design_engineering,2030-07-01,2032-09-30,0.220656,0.958,1609.4,229.296,41.472846,219.66575,86.0475,39.1125,0.0,0.0,0.0,0.0,12.516,18.774,56.417362,41.472846,432.533113,210.012585,642.545698,346.02649,605.546357,391.060267,942.93,Engineering planning estimate,Bottom-up activity-based estimate by work package
P-3.10.d,"Condensate & Feedwater - Pumps, Heaters, Controls",Power Reactor,shared_program,power_reactor_engineering,thermal_hydraulics,design_engineering,2030-07-01,2032-12-31,0.233181,0.981,1648.1,229.298,43.827328,224.941288,80.311,36.505,0.0,0.0,0.0,0.0,11.6816,17.5224,55.644193,43.827328,426.605481,224.023537,650.629018,341.284385,597.247674,382.778153,873.38,Engineering planning estimate,Bottom-up activity-based estimate by work package
P-3.10.e,Transient & Accident Analyses (MSLB/Trips/Load Rejection/Loss of Condenser),Power Reactor,shared_program,power_reactor_engineering,materials,design_engineering,2030-10-01,2033-03-31,0.255698,0.986,1656.5,229.297,48.059236,226.08671,86.625,39.375,0.0,0.0,0.0,0.0,12.6,18.9,57.538007,48.059236,441.124716,216.158722,657.283438,352.899773,617.574603,393.06548,817.88,Engineering planning estimate,Bottom-up activity-based estimate by work package
P-3.10.f,Water-Hammer & Hydraulic Transients (MS/FW/Condensate),Power Reactor,shared_program,power_reactor_engineering,materials,design_engineering,2031-01-01,2033-06-30,0.278978,0.981,1648.1,229.297,52.434774,224.940187,86.0475,39.1125,0.0,0.0,0.0,0.0,12.516,18.774,57.208528,52.434774,438.598715,215.062595,653.66131,350.878972,614.038201,386.163941,736.47,Engineering planning estimate,Bottom-up activity-based estimate by work package
P-3.10.g,"Condenser, Vacuum & Heat Rejection Interfaces",Power Reactor,shared_program,power_reactor_engineering,thermal_hydraulics,design_engineering,2030-04-01,2033-12-31,0.453367,1.047,1759.0,229.298,85.212203,240.07498,80.311,36.505,0.0,0.0,0.0,0.0,11.6816,17.5224,57.914247,85.212203,444.009227,239.097992,683.107219,355.207382,621.612918,358.797024,421.06,Engineering planning estimate,Bottom-up activity-based estimate by work package
P-3.10.h,Steam Bypass/Dump & MSR/Gland Seal/Vacuum Systems,Power Reactor,shared_program,power_reactor_engineering,materials,design_engineering,2031-04-01,2033-06-30,0.209558,0.964,1619.5,229.296,39.386856,221.041063,86.0475,39.1125,0.0,0.0,0.0,0.0,12.516,18.774,56.623659,39.386856,434.114722,211.330546,645.445268,347.291778,607.760611,394.727866,1002.18,Engineering planning estimate,Bottom-up activity-based estimate by work package
P-3.10.i,"Controls, Interlocks, Setpoints & Protection Interfaces",Power Reactor,shared_program,power_reactor_engineering,instrumentation_controls,design_engineering,2030-07-01,2034-03-31,0.488752,0.975,1638.0,229.301,91.864263,223.568351,71.70625,32.59375,0.0,0.0,0.0,0.0,10.43,15.645,53.091503,91.864263,407.034854,195.932581,602.967435,325.627883,569.848795,315.170591,343.08,Engineering planning estimate,Bottom-up activity-based estimate by work package
P-3.10.j,"Materials, Erosion/Corrosion & FAC Program",Power Reactor,shared_program,power_reactor_engineering,materials,design_engineering,2030-07-01,2034-06-30,0.510767,1.65,2772.0,229.302,96.002718,378.348495,107.559375,48.890625,0.0,0.0,0.0,0.0,15.645,23.4675,86.086649,96.002718,659.997644,361.721688,1021.719332,527.998115,923.996702,563.994926,587.48,Engineering planning estimate,Bottom-up activity-based estimate by work package
P-3.10.k,Piping Design/Supports & Acoustic/Vibration Checks,Power Reactor,shared_program,power_reactor_engineering,materials,design_engineering,2031-10-01,2034-03-31,0.394236,0.981,1648.1,229.405,74.136986,225.045983,86.0475,39.1125,0.0,0.0,0.0,0.0,12.516,18.774,57.224397,74.136986,438.72038,215.062595,653.782975,350.976304,614.208533,364.583394,491.77,Engineering planning estimate,Bottom-up activity-based estimate by work package
P-3.10.l,"FSAR Chapter 10 Drafting, Reviews & Records",Power Reactor,shared_program,power_reactor_engineering,licensing_authorization,design_engineering,2030-01-01,2033-12-31,0.826171,1.65,2772.0,260.0,174.817784,429.0,65.96975,29.98625,0.0,0.0,0.0,0.0,9.5956,14.3934,82.34175,174.817784,631.28675,301.43474,932.72149,505.0294,883.80145,456.468966,261.11,Engineering planning estimate,Bottom-up activity-based estimate by work package
P-3.11.a,Source Term Definition & Process Flow Mapping,Power Reactor,shared_program,power_reactor_engineering,safety_analysis,analysis_model,2029-07-01,2031-12-30,0.281621,1.925,3234.0,226.199,50.833376,435.43247,108.95625,96.85,0.0,0.0,0.0,0.0,12.10625,24.2125,101.63362,50.833376,779.19109,506.410363,1285.601453,623.352872,1090.867527,728.357714,1432.83,Engineering planning estimate,Bottom-up activity-based estimate by work package
P-3.11.b,Gaseous Radwaste System (GRS) Design & Performance,Power Reactor,shared_program,power_reactor_engineering,chemistry,design_engineering,2030-10-01,2032-12-31,0.343392,1.008,1693.4,226.199,61.983234,228.008337,77.44275,35.20125,0.0,0.0,0.0,0.0,11.2644,16.8966,55.322001,61.983234,424.135338,220.973848,645.109186,339.30827,593.789473,362.152104,584.27,Engineering planning estimate,Bottom-up activity-based estimate by work package
P-3.11.c,Liquid Radwaste System (LRS) Design & Performance,Power Reactor,shared_program,power_reactor_engineering,chemistry,design_engineering,2030-07-01,2032-12-31,0.385186,1.019,1711.9,226.196,69.526258,230.493903,77.44275,35.20125,0.0,0.0,0.0,0.0,11.2644,16.8966,55.694835,69.526258,426.993738,223.387936,650.381674,341.594991,597.791234,357.46748,514.15,Engineering planning estimate,Bottom-up activity-based estimate by work package
P-3.11.d,Effluent Monitoring & Sampling (PERM/RMS),Power Reactor,shared_program,power_reactor_engineering,chemistry,design_engineering,2030-04-01,2033-12-31,0.545184,1.08,1814.4,226.288,98.452107,244.391204,77.44275,35.20125,0.0,0.0,0.0,0.0,11.2644,16.8966,57.779431,98.452107,442.975635,236.763287,679.738922,354.380508,620.165888,344.523528,349.94,Engineering planning estimate,Bottom-up activity-based estimate by work package
P-3.11.e,Offsite Dose Calculations - Gaseous Pathways,Power Reactor,shared_program,power_reactor_engineering,site_environmental,analysis_model,2030-04-01,2032-09-30,0.249156,0.951,1597.7,226.035,44.935928,214.95968,83.8125,74.5,0.0,0.0,0.0,0.0,9.3125,18.625,60.181452,44.935928,461.391132,208.485837,669.876969,369.112906,645.947585,416.455204,926.78,Engineering planning estimate,Bottom-up activity-based estimate by work package
P-3.11.f,Offsite Dose Calculations - Liquid Pathways,Power Reactor,shared_program,power_reactor_engineering,site_environmental,analysis_model,2030-07-01,2032-12-31,0.271841,0.951,1597.7,226.035,49.027232,214.959703,83.8125,74.5,0.0,0.0,0.0,0.0,9.3125,18.625,60.181455,49.027232,461.391158,208.485837,669.876995,369.112927,645.947622,412.363926,841.09,Engineering planning estimate,Bottom-up activity-based estimate by work package
P-3.11.g,Solid Radwaste Handling & Packaging (Interface to 10 CFR 61/71),Power Reactor,shared_program,power_reactor_engineering,chemistry,design_engineering,2030-04-01,2033-12-31,0.441743,1.08,1814.4,226.034,79.668882,244.116629,77.44275,35.20125,0.0,0.0,0.0,0.0,11.2644,16.8966,57.738244,79.668882,442.659873,236.763287,679.42316,354.127899,619.723823,362.990991,455.62,Engineering planning estimate,Bottom-up activity-based estimate by work package
P-3.11.h,"ALARA, Shielding & Ventilation Interfaces",Power Reactor,shared_program,power_reactor_engineering,chemistry,design_engineering,2030-07-01,2033-12-31,0.452927,1.076,1807.7,226.034,81.685926,243.212485,77.44275,35.20125,0.0,0.0,0.0,0.0,11.2644,16.8966,57.602623,81.685926,441.620108,235.888996,677.509104,353.296086,618.268151,359.934182,440.63,Engineering planning estimate,Bottom-up activity-based estimate by work package
P-3.11.i,ODCM Development & Reporting/Tech Spec Interfaces,Power Reactor,shared_program,power_reactor_engineering,chemistry,design_engineering,2030-07-01,2034-03-31,0.848185,1.145,1923.6,226.199,153.099803,258.99756,77.44275,35.20125,0.0,0.0,0.0,0.0,11.2644,16.8966,59.970384,153.099803,459.772944,251.012929,710.785873,367.818355,643.682122,306.673141,200.31,Engineering planning estimate,Bottom-up activity-based estimate by work package
P-3.11.j,Integrated Compliance Demonstration & Sensitivity Analyses,Power Reactor,shared_program,power_reactor_engineering,chemistry,analysis_model,2031-01-01,2033-06-30,0.403115,1.046,1757.3,226.195,72.762037,236.600029,90.5175,80.46,0.0,0.0,0.0,0.0,10.0575,20.115,65.662504,72.762037,503.412533,275.174685,778.587218,402.730027,704.777547,430.650496,591.86,Engineering planning estimate,Bottom-up activity-based estimate by work package
P-3.11.k,"FSAR Chapter 11 Drafting, QA Reviews & Records",Power Reactor,shared_program,power_reactor_engineering,licensing_authorization,design_engineering,2030-01-01,2033-12-31,0.826171,1.65,2772.0,260.0,174.817784,429.0,65.96975,29.98625,0.0,0.0,0.0,0.0,9.5956,14.3934,82.34175,174.817784,631.28675,301.43474,932.72149,505.0294,883.80145,456.468966,261.11,Engineering planning estimate,Bottom-up activity-based estimate by work package
P-3.12.a,Source Term & Operating Scenarios (Normal/Refueling/Maintenance),Power Reactor,shared_program,power_reactor_engineering,safety_analysis,analysis_model,2032-01-01,2035-06-30,0.767153,1.465,2461.2,226.199,138.473312,331.381188,108.95625,96.85,0.0,0.0,0.0,0.0,12.10625,24.2125,86.025928,138.473312,659.532116,385.398017,1044.930133,527.625693,923.344963,521.058804,376.29,Engineering planning estimate,Bottom-up activity-based estimate by work package
P-3.12.b,Shielding & Skyshine Analyses,Power Reactor,shared_program,power_reactor_engineering,chemistry,design_engineering,2030-10-01,2032-12-31,0.192259,0.929,1560.7,226.035,34.674404,209.986887,77.44275,35.20125,0.0,0.0,0.0,0.0,11.2644,16.8966,52.618783,34.674404,403.41067,203.657662,607.068332,322.728536,564.774938,368.736266,1063.42,Engineering planning estimate,Bottom-up activity-based estimate by work package
P-3.12.c,"Radiation Zoning, Posting & Access Control",Power Reactor,shared_program,power_reactor_engineering,chemistry,design_engineering,2030-07-01,2032-12-31,0.215658,0.945,1587.6,226.039,38.895189,213.606861,77.44275,35.20125,0.0,0.0,0.0,0.0,11.2644,16.8966,53.161779,38.895189,407.57364,207.167876,614.741516,326.058912,570.603096,368.678451,947.88,Engineering planning estimate,Bottom-up activity-based estimate by work package
P-3.12.d,Airborne Radioactivity Control & HVAC Interfaces,Power Reactor,shared_program,power_reactor_engineering,chemistry,design_engineering,2030-04-01,2033-12-31,0.487185,1.015,1705.2,226.039,87.866651,229.429522,77.44275,35.20125,0.0,0.0,0.0,0.0,11.2644,16.8966,55.535178,87.866651,425.7697,222.513645,648.283345,340.61576,596.07758,337.903049,384.56,Engineering planning estimate,Bottom-up activity-based estimate by work package
P-3.12.e,Area/Process Radiation Monitoring & Instrumentation,Power Reactor,shared_program,power_reactor_engineering,instrumentation_controls,design_engineering,2030-04-01,2034-03-31,0.571204,1.009,1695.1,226.293,103.153638,228.329943,71.70625,32.59375,0.0,0.0,0.0,0.0,10.43,15.645,53.805741,103.153638,412.510684,202.76271,615.273394,330.008548,577.514958,309.357046,299.9,Engineering planning estimate,Bottom-up activity-based estimate by work package
P-3.12.f,Design Job Dose Assessments & Work Planning Inputs,Power Reactor,shared_program,power_reactor_engineering,chemistry,design_engineering,2030-04-01,2032-12-31,0.44506,0.96,1612.8,226.196,80.333553,217.14835,77.44275,35.20125,0.0,0.0,0.0,0.0,11.2644,16.8966,53.693002,80.333553,411.646353,210.456255,622.102608,329.317082,576.304894,331.3128,412.42,Engineering planning estimate,Bottom-up activity-based estimate by work package
P-3.12.g,"Dosimetry, Surveys & Instrument Control",Power Reactor,shared_program,power_reactor_engineering,chemistry,analysis_model,2030-07-01,2032-09-30,0.180731,0.974,1636.3,226.035,32.595278,220.158351,90.5175,80.46,0.0,0.0,0.0,0.0,10.0575,20.115,63.196253,32.595278,484.504604,256.227359,740.731963,387.603683,678.306445,451.909326,1386.43,Engineering planning estimate,Bottom-up activity-based estimate by work package
P-3.12.h,ALARA-by-Design Features & Optimization,Power Reactor,shared_program,power_reactor_engineering,chemistry,design_engineering,2031-04-01,2033-09-30,0.36466,0.945,1587.6,226.195,65.820921,213.754304,77.44275,35.20125,0.0,0.0,0.0,0.0,11.2644,16.8966,53.183896,65.820921,407.7432,207.167876,614.911076,326.19456,570.840479,341.922279,519.47,Engineering planning estimate,Bottom-up activity-based estimate by work package
P-3.12.i,Control Room Habitability & PAM Interfaces (Cross-Check),Power Reactor,shared_program,power_reactor_engineering,chemistry,design_engineering,2030-07-01,2034-03-31,0.474884,0.996,1673.3,226.035,85.646554,225.131269,76.923,34.965,0.0,0.0,0.0,0.0,11.1888,16.7832,54.74869,85.646554,419.739959,218.350974,638.090933,335.791967,587.635943,334.093405,390.08,Engineering planning estimate,Bottom-up activity-based estimate by work package
P-3.12.j,"Program Description, Procedures & Training",Power Reactor,shared_program,power_reactor_engineering,licensing_authorization,licensing_product,2032-10-01,2036-12-31,0.497892,1.1,1848.0,226.041,89.79844,248.644557,76.59,15.318,0.0,0.0,0.0,30.636,12.2544,18.3816,60.273684,89.79844,462.098241,200.956493,663.054734,369.678592,646.937537,372.299801,414.59,Engineering planning estimate,Bottom-up activity-based estimate by work package
P-3.12.k,"FSAR Chapter 12 Drafting, Reviews & Records",Power Reactor,shared_program,power_reactor_engineering,licensing_authorization,design_engineering,2030-01-01,2033-12-31,0.826171,1.65,2772.0,260.0,174.817784,429.0,65.96975,29.98625,0.0,0.0,0.0,0.0,9.5956,14.3934,82.34175,174.817784,631.28675,301.43474,932.72149,505.0294,883.80145,456.468966,261.11,Engineering planning estimate,Bottom-up activity-based estimate by work package
P-3.13.a,Operations Organization & Staffing (RG 1.8; 10 CFR 50.54(m)),Power Reactor,shared_program,power_reactor_engineering,operations_maintenance,operations_program,2034-04-01,2035-12-31,0.201515,0.754,1266.7,212.695,35.599561,160.372094,33.525,14.9,0.0,0.0,0.0,0.0,7.45,18.625,35.230814,35.599561,270.102908,137.744367,407.847275,216.082326,378.144071,234.503347,658.73,Engineering planning estimate,Bottom-up activity-based estimate by work package
P-3.13.b,Conduct of Operations Programs & Procedures (SRP 13.5),Power Reactor,shared_program,power_reactor_engineering,operations_maintenance,operations_program,2033-10-01,2037-09-30,0.520429,0.861,1446.5,212.69,91.937072,183.126365,33.525,14.9,0.0,0.0,0.0,0.0,7.45,18.625,38.643955,91.937072,296.27032,157.296303,453.566623,237.016256,414.778448,204.333248,222.25,Engineering planning estimate,Bottom-up activity-based estimate by work package
P-3.13.c,"SAT Training Program (Initial, Continuing, Requalification)",Power Reactor,shared_program,power_reactor_engineering,licensing_authorization,licensing_product,2033-10-01,2037-12-31,0.972899,1.313,2205.8,212.766,171.919383,279.361409,88.673625,17.734725,0.0,0.0,0.0,35.46945,14.18778,21.28167,68.506299,171.919383,525.214958,239.864628,765.079586,420.171966,735.300941,353.295575,205.5,Engineering planning estimate,Bottom-up activity-based estimate by work package
P-3.13.d,Simulator Program (ANSI/ANS-3.5; RG 1.149),Power Reactor,shared_program,power_reactor_engineering,human_factors,operations_program,2034-01-01,2038-06-30,0.56802,1.925,3234.0,212.691,100.344782,409.431118,337.5,150.0,0.0,0.0,0.0,0.0,75.0,187.5,173.914668,100.344782,1333.345786,351.673863,1685.019649,1066.676629,1866.6841,1233.001004,1228.76,Engineering planning estimate,Bottom-up activity-based estimate by work package
P-3.13.e,Operator Licensing Plan (10 CFR 55; NUREG-1021),Power Reactor,shared_program,power_reactor_engineering,licensing_authorization,licensing_product,2032-01-01,2034-09-30,0.295868,1.925,3234.0,212.692,52.267201,409.431211,375.0,75.0,0.0,0.0,0.0,150.0,60.0,90.0,173.914682,52.267201,1333.345893,351.673863,1685.019756,1066.676714,1866.68425,1281.078692,2451.02,Engineering planning estimate,Bottom-up activity-based estimate by work package
P-3.13.f,Emergency Preparedness (EP) Training & ERO Integration (50.47/App E),Power Reactor,shared_program,power_reactor_engineering,licensing_authorization,licensing_product,2036-01-01,2038-06-30,0.308034,1.1,1848.0,212.693,54.416795,233.962673,77.1075,15.4215,0.0,0.0,0.0,30.843,12.3372,18.5058,58.226651,54.416795,446.404324,200.956493,647.360817,357.123459,624.966054,391.987529,720.34,Engineering planning estimate,Bottom-up activity-based estimate by work package
P-3.13.g,Security & FFD Training Interfaces (10 CFR 73.55; 10 CFR 26),Power Reactor,shared_program,power_reactor_engineering,licensing_authorization,licensing_product,2034-04-01,2038-03-31,0.508536,1.1,1848.0,212.691,89.83651,233.96064,77.1075,15.4215,0.0,0.0,0.0,30.843,12.3372,18.5058,58.226346,89.83651,446.401986,200.956493,647.358479,357.121589,624.96278,356.565476,396.9,Engineering planning estimate,Bottom-up activity-based estimate by work package
P-3.13.h,Operations Programs Readiness & Pre-Op Turnover,Power Reactor,shared_program,power_reactor_engineering,operations_maintenance,operations_program,2034-04-01,2038-06-30,0.53225,0.873,1466.6,212.691,94.025752,185.679662,33.525,14.9,0.0,0.0,0.0,0.0,7.45,18.625,39.026949,94.025752,299.206611,159.482031,458.688642,239.365289,418.889256,205.180859,218.22,Engineering planning estimate,Bottom-up activity-based estimate by work package
P-3.13.i,"Training & Qualification Records, Audits, and QA",Power Reactor,shared_program,power_reactor_engineering,licensing_authorization,licensing_product,2034-07-01,2038-09-30,0.463912,1.1,1848.0,211.123,79.602411,232.234795,88.673625,17.734725,0.0,0.0,0.0,35.46945,14.18778,21.28167,61.437307,79.602411,471.019352,200.956493,671.975845,376.815481,659.427092,391.416941,491.71,Engineering planning estimate,Bottom-up activity-based estimate by work package
P-3.13.j,"FSAR Chapter 13 Drafting, Reviews & Records",Power Reactor,shared_program,power_reactor_engineering,licensing_authorization,licensing_product,2031-04-01,2034-03-31,0.902123,1.65,2772.0,260.0,190.889227,429.0,77.1075,15.4215,0.0,0.0,0.0,30.843,12.3372,18.5058,87.48225,190.889227,670.69725,301.43474,972.13199,536.5578,938.97615,479.808023,251.35,Engineering planning estimate,Bottom-up activity-based estimate by work package
P-3.14.a,ITP Planning & Master Test Matrix (RG 1.68 Alignment),Power Reactor,shared_program,power_reactor_construction,test_commissioning,test_experiment,2034-01-01,2034-09-30,0.230248,5.0,8400.0,218.588,41.105183,1092.940547,128.671875,21.445312,128.671875,128.671875,0.0,0.0,21.445312,1e-06,182.621616,41.105183,1704.468413,0.0,1704.468413,1363.57473,2386.255778,1663.36323,4046.6,Preliminary capital estimate,Bottom-up activity-based estimate by work package
P-3.14.b,Prerequisite Verification & Turnover to Testing,Power Reactor,shared_program,power_reactor_construction,site_environmental,test_experiment,2034-10-01,2035-09-30,0.413574,5.0,8400.0,217.125,73.207385,1085.626212,147.002342,24.500391,147.002344,147.002344,0.0,0.0,24.500391,0.0,189.076083,73.207385,1764.710107,0.0,1764.710107,1411.768086,2470.59415,1691.502722,2310.56,Preliminary capital estimate,Bottom-up activity-based estimate by work package
P-3.14.c,Preoperational Tests (System-Level),Power Reactor,shared_program,power_reactor_construction,test_commissioning,test_experiment,2034-10-01,2035-09-30,0.265568,6.0,10080.0,218.546,47.401646,1311.278166,127.828124,21.304688,127.828125,127.828125,0.0,0.0,21.304688,0.0,208.48463,47.401646,1945.856546,0.0,1945.856546,1556.685237,2724.199164,1898.4549,4005.04,Preliminary capital estimate,Bottom-up activity-based estimate by work package
P-3.14.d,Cold Functional Testing (CFT),Power Reactor,shared_program,power_reactor_construction,test_commissioning,test_experiment,2035-01-01,2035-12-31,0.501881,5.0,8400.0,217.121,88.837183,1085.607295,127.828124,21.304688,127.828125,127.828125,0.0,0.0,21.304688,0.0,181.404125,88.837183,1693.10517,0.0,1693.10517,1354.484136,2370.347239,1604.267987,1805.85,Preliminary capital estimate,Bottom-up activity-based estimate by work package
P-3.14.e,Hot Functional Testing (HFT),Power Reactor,shared_program,power_reactor_construction,test_commissioning,test_experiment,2035-01-01,2035-12-31,0.53203,6.0,10080.0,217.121,94.174299,1302.728023,270.0,45.0,270.0,270.0,0.0,0.0,45.0,0.0,264.327363,94.174299,2467.055386,0.0,2467.055386,1973.644309,3453.87754,2372.881087,2519.67,Preliminary capital estimate,Bottom-up activity-based estimate by work package
P-3.14.f,"Fuel Receipt, Inspection & Load Readiness",Power Reactor,shared_program,power_reactor_construction,test_commissioning,test_experiment,2035-04-01,2036-03-31,0.284275,4.0,6720.0,218.542,50.739867,874.166986,127.828124,21.304688,127.828125,127.828125,0.0,0.0,21.304688,0.0,156.031288,50.739867,1456.292024,0.0,1456.292024,1165.033619,2038.808834,1405.552157,2770.11,Preliminary capital estimate,Bottom-up activity-based estimate by work package
P-3.14.g,Initial Criticality & Low-Power Physics Testing (LPPT),Power Reactor,shared_program,power_reactor_construction,neutronics,analysis_model,2035-01-01,2035-09-30,0.536048,6.0,10080.0,216.536,94.55623,1299.21841,270.0,45.0,270.0,270.0,0.0,0.0,45.0,0.0,263.906209,94.55623,2463.124619,0.0,2463.124619,1970.499695,3448.374467,2368.568389,2504.93,Preliminary capital estimate,Bottom-up activity-based estimate by work package
P-3.14.h,Power Ascension Testing (PAT),Power Reactor,shared_program,power_reactor_construction,test_commissioning,test_experiment,2035-01-01,2035-12-31,0.414559,8.0,13440.0,217.129,73.383302,1737.032654,270.0,45.0,270.0,270.0,0.0,0.0,45.0,0.0,316.443918,73.383302,2953.476572,0.0,2953.476572,2362.781258,4134.867201,2880.09327,3924.73,Preliminary capital estimate,Bottom-up activity-based estimate by work package
P-3.14.i,Digital I&C Platform Verification & Setpoint As-Left,Power Reactor,shared_program,power_reactor_construction,instrumentation_controls,test_experiment,2035-04-01,2036-03-31,0.474743,5.0,8400.0,217.121,84.033727,1085.603948,172.567968,28.761328,172.567969,172.567969,0.0,0.0,28.761328,0.0,199.299661,84.033727,1860.130171,0.0,1860.130171,1488.104137,2604.18224,1776.096444,2113.55,Preliminary capital estimate,Bottom-up activity-based estimate by work package
P-3.14.j,Pre-Service & Initial Inservice Testing (ASME OM),Power Reactor,shared_program,power_reactor_construction,test_commissioning,test_experiment,2035-04-01,2036-03-31,0.503825,4.0,6720.0,217.121,89.181513,868.485248,127.828124,21.304688,127.828125,127.828125,0.0,0.0,21.304688,0.0,155.34948,89.181513,1449.928478,0.0,1449.928478,1159.942782,2029.899869,1360.746965,1525.82,Preliminary capital estimate,Bottom-up activity-based estimate by work package
P-3.14.k,Containment Leakage Tests & Special Programs (Interfaces),Power Reactor,shared_program,power_reactor_construction,test_commissioning,test_experiment,2034-04-01,2036-03-31,1.183409,4.0,6720.0,217.124,209.476732,868.495998,171.428906,28.571484,171.428906,171.428906,0.0,0.0,28.571484,2e-06,172.791082,209.476732,1612.716768,0.0,1612.716768,1290.173415,2257.803476,1403.240036,669.88,Preliminary capital estimate,Bottom-up activity-based estimate by work package
P-3.14.n,"Data Acquisition, Calibration (M&TE) & Uncertainty",Power Reactor,shared_program,power_reactor_construction,instrumentation_controls,analysis_model,2031-07-01,2033-09-30,0.284275,4.0,6720.0,218.542,50.739867,874.166986,84.375,14.0625,84.375,84.375,0.0,0.0,14.0625,0.0,138.650038,50.739867,1294.067024,0.0,1294.067024,1035.253619,1811.693834,1243.327157,2450.39,Preliminary capital estimate,Bottom-up activity-based estimate by work package
P-3.14.o,"Test Exceptions, NCR/CAP, and Resolution",Power Reactor,shared_program,power_reactor_construction,test_commissioning,test_experiment,2035-07-01,2036-03-31,0.248289,3.0,5040.0,218.555,44.3194,655.664548,127.828124,21.304688,127.828125,127.828125,0.0,0.0,21.304688,0.0,129.810996,44.3194,1211.569294,0.0,1211.569294,969.255435,1696.197011,1167.249894,2633.72,Preliminary capital estimate,Bottom-up activity-based estimate by work package
P-3.14.p,"FSAR Chapter 14 Drafting, QA Reviews & Records",Power Reactor,shared_program,power_reactor_construction,licensing_authorization,test_experiment,2034-04-01,2036-03-31,1.151393,4.0,6720.0,249.922,234.625651,999.68876,98.001563,19.600313,78.40125,156.802499,0.0,0.0,31.3605,7.840125,167.003401,234.625651,1558.698411,0.0,1558.698411,1246.958729,2182.177776,1324.07276,564.33,Preliminary capital estimate,Bottom-up activity-based estimate by work package
P-3.15.a,"Event Selection, Classification & Success Criteria",Power Reactor,shared_program,power_reactor_engineering,safety_analysis,analysis_model,2029-04-01,2031-06-30,0.167343,1.06,1780.8,260.0,35.409779,275.6,87.165,77.48,0.0,0.0,0.0,0.0,9.685,19.37,70.395,35.409779,539.695,278.854538,818.549538,431.756,755.573,504.285221,1424.14,Engineering planning estimate,Bottom-up activity-based estimate by work package
P-3.15.b,"Methods, Models & Configuration Control (RG 1.203)",Power Reactor,shared_program,power_reactor_engineering,safety_analysis,analysis_model,2029-04-01,2033-03-30,0.825055,7.0,11760.0,260.0,174.581638,1820.0,315.0,280.0,0.0,0.0,0.0,0.0,35.0,70.0,378.0,174.581638,2898.0,1841.49223,4739.49223,2318.4,4057.2,2723.418362,1559.97,Engineering planning estimate,Bottom-up activity-based estimate by work package
P-3.15.c,"Initial Conditions, Bias/Uncertainty & Parameter Distributions",Power Reactor,shared_program,power_reactor_engineering,safety_analysis,analysis_model,2029-07-01,2032-06-30,0.220861,1.125,1890.0,260.0,46.734188,292.5,87.165,77.48,0.0,0.0,0.0,0.0,9.685,19.37,72.93,46.734188,559.13,295.954108,855.084108,447.304,782.782,512.395812,1096.4,Engineering planning estimate,Bottom-up activity-based estimate by work package
