task_id,task_name,concept,execution_stream,phase,start,finish,critical,implementation_readiness,quality_score,implementation_summary,linked_playbooks,task_specific_tests,implementation_steps,authorizations,procurement_actions,long_lead_items,decision_points,field_lab_vendor_activities,contingencies,implementation_records,open_decisions,first_hold_point
D-3.18.k,Formative Evaluations (Rapid Iteration),Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,SRP Chapters,2027-07-01,2028-03-31,False,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Formative Evaluations (Rapid Iteration) between 2027-07-01 and 2028-03-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Human Factors Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-TEST-01; PB-WASTE-01,,5,4,2,1,3,3,3,5,2,HP-I1 implementation authorization
D-3.19.i,"Quantification, Uncertainty & Importance",Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,SRP Chapters,2027-07-01,2028-03-31,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Quantification, Uncertainty & Importance between 2027-07-01 and 2028-03-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is PRA/Risk Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-MAT-01; PB-TEST-01,,5,3,2,1,3,3,3,5,2,HP-I1 implementation authorization
D-3.7.k,"Logic Design, Test, and V&V (Platform-Specific)",Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,SRP Chapters,2027-07-01,2028-03-31,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Logic Design, Test, and V&V (Platform-Specific) between 2027-07-01 and 2028-03-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is I&C/Digital Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-MCA-01; PB-TEST-01,,5,3,5,1,3,1,3,5,2,HP-I1 implementation authorization
D-5.d,Emergency Response Facilities & Communications,Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,EP,2027-07-01,2028-03-31,False,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Emergency Response Facilities & Communications between 2027-07-01 and 2028-03-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Operations/Training; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-CHEM-01; PB-TEST-01,,5,4,5,1,3,1,3,5,3,HP-I1 implementation authorization
D-3.10.k,Piping Design/Supports & Acoustic/Vibration Checks,Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,SRP Chapters,2027-10-01,2028-03-31,False,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Piping Design/Supports & Acoustic/Vibration Checks between 2027-10-01 and 2028-03-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Mechanical Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-MAT-01; PB-SUPPLY-01; PB-TEST-01,,5,4,5,2,3,1,3,5,3,HP-I1 implementation authorization
D-3.16.d,Risk-Informed AOT/CT & STI Evaluations (RG 1.177 / 1.174),Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,SRP Chapters,2027-10-01,2028-03-31,False,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Risk-Informed AOT/CT & STI Evaluations (RG 1.177 / 1.174) between 2027-10-01 and 2028-03-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Licensing Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-TEST-01; PB-WASTE-01,,5,3,2,1,3,3,3,5,2,HP-I1 implementation authorization
D-3.8.i,"Documentation: SLDs, Load Lists, Settings, and FSAR Ch.8",Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,SRP Chapters,2027-10-01,2028-03-31,False,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Documentation: SLDs, Load Lists, Settings, and FSAR Ch.8 between 2027-10-01 and 2028-03-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Licensing Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-TEST-01,,5,3,5,1,3,1,3,5,2,HP-I1 implementation authorization
D-13.a,Readiness Governance & Gate Criteria,Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,Readiness,2029-04-01,2029-09-30,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Readiness Governance & Gate Criteria between 2029-04-01 and 2029-09-30 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Test/Commissioning Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-MAT-01; PB-TEST-01,,6,5,5,1,3,4,3,5,2,HP-I1 implementation authorization
D-3.11.j,Integrated Compliance Demonstration & Sensitivity Analyses,Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,SRP Chapters,2027-07-01,2027-12-31,False,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Integrated Compliance Demonstration & Sensitivity Analyses between 2027-07-01 and 2027-12-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Radiation Protection/Chemistry; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-CHEM-01; PB-FP-01; PB-MAT-01; PB-SUPPLY-01; PB-TEST-01; PB-WASTE-01,,5,4,2,2,3,3,4,5,3,HP-I1 implementation authorization
D-3.17.i,"Inspection, Test, & Special Processes (Criteria X & IX)",Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,SRP Chapters,2029-01-01,2029-12-31,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Inspection, Test, & Special Processes (Criteria X & IX) between 2029-01-01 and 2029-12-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Quality Assurance; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-MAT-01; PB-SUPPLY-01; PB-TEST-01,,6,4,5,1,3,4,3,5,2,HP-I1 implementation authorization
D-4.e,Critical Digital Asset (CDA) Identification & Risk Assessment,Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,Security & Cyber,2027-07-01,2027-12-31,False,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Critical Digital Asset (CDA) Identification & Risk Assessment between 2027-07-01 and 2027-12-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Cyber/Security Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-MAT-01; PB-MCA-01; PB-TEST-01,,5,4,2,1,3,3,3,5,2,HP-I1 implementation authorization
D-5.e,Dose Assessment Capability & Procedures,Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,EP,2027-07-01,2027-12-31,False,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Dose Assessment Capability & Procedures between 2027-07-01 and 2027-12-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Operations/Training; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-CHEM-01; PB-FP-01; PB-TEST-01,,5,4,2,1,3,3,3,5,3,HP-I1 implementation authorization
D-DEMO-02,"Reactor Core, Vessel and Internal Hardware",Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,Demonstrator Direct Demonstrator,2027-07-01,2028-09-30,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Reactor Core, Vessel and Internal Hardware between 2027-07-01 and 2028-09-30 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Mechanical Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-MAT-01; PB-SUPPLY-01; PB-TEST-01,,5,4,5,2,3,1,3,5,3,HP-I1 implementation authorization
D-DEMO-03,"Primary Salt Loop, Pumps and Heat Exchanger",Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,Demonstrator Direct Demonstrator,2027-07-01,2028-09-30,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Primary Salt Loop, Pumps and Heat Exchanger between 2027-07-01 and 2028-09-30 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Mechanical Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-CHEM-01; PB-FUEL-01; PB-MAT-01; PB-SUPPLY-01; PB-TEST-01,,5,4,5,1,3,1,3,5,5,HP-I1 implementation authorization
D-DEMO-04,"Fuel Salt Inventory, Processing and Handling Equipment",Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,Demonstrator Direct Demonstrator,2027-10-01,2028-10-31,True,"Task-specific execution sequence, procurement/partner actions, facility work, decision gates, acceptance evidence, and fallback routes are defined for the current planning basis.",100,"Implement the demonstrator fuel-salt system as a minimum, qualified set of receipt/storage, heating/transfer, sampling/monitoring, off-gas/selected processing, inventory measurement, drain/recovery, maintenance and waste functions, progressing through supplier FAT, site installation, representative-salt commissioning, fuel readiness, 2029 operation and final disposition.",PB-CHEM-01; PB-FP-01; PB-FUEL-01; PB-MCA-01; PB-STARTUP-01; PB-SUPPLY-01; PB-WASTE-01,CHEM-18; CHEM-19; CHEM-20; CHEM-21; CHEM-23; CHEM-24; CHEM-25,9,4,3,4,3,3,4,5,6,HP-DSP1 functional freeze
D-DEMO-05,"I&C, Electrical and Data Acquisition",Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,Demonstrator Direct Demonstrator,2027-07-01,2028-10-31,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver I&C, Electrical and Data Acquisition between 2027-07-01 and 2028-10-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is I&C/Digital Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-CHEM-01; PB-MAT-01; PB-MCA-01; PB-TEST-01,,5,3,5,1,3,1,3,5,3,HP-I1 implementation authorization
D-3.16.e,COLR & Operating Limits Integration,Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,SRP Chapters,2027-07-01,2027-12-31,False,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver COLR & Operating Limits Integration between 2027-07-01 and 2027-12-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Licensing Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-TEST-01; PB-WASTE-01,,5,3,5,1,3,1,3,5,2,HP-I1 implementation authorization
D-3.13.e,Operator Licensing Plan (10 CFR 55; NUREG-1021),Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,SRP Chapters,2027-07-01,2027-12-31,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Operator Licensing Plan (10 CFR 55; NUREG-1021) between 2027-07-01 and 2027-12-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Operations/Training; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-MCA-01; PB-TEST-01,,5,4,2,1,3,1,3,5,2,HP-I1 implementation authorization
D-4.f,Defensive Controls Implementation & Hardening,Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,Security & Cyber,2027-07-01,2028-03-31,False,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Defensive Controls Implementation & Hardening between 2027-07-01 and 2028-03-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Cyber/Security Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-MAT-01; PB-MCA-01; PB-TEST-01,,5,4,5,1,3,1,3,5,2,HP-I1 implementation authorization
D-5.f,Public Alert & Notification System (ANS) / IPAWS,Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,EP,2027-07-01,2028-03-31,False,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Public Alert & Notification System (ANS) / IPAWS between 2027-07-01 and 2028-03-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Operations/Training; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-CHEM-01; PB-TEST-01,,5,4,1,1,3,1,3,5,3,HP-I1 implementation authorization
D-3.18.n,Control Room/HSI Physical & Environmental Ergonomics,Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,SRP Chapters,2027-07-01,2028-03-31,False,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Control Room/HSI Physical & Environmental Ergonomics between 2027-07-01 and 2028-03-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Human Factors Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-TEST-01; PB-WASTE-01,,5,4,5,1,3,1,3,5,2,HP-I1 implementation authorization
D-3.19.l,Severe Accident Evaluation (SAE) & Containment Performance,Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,SRP Chapters,2027-07-01,2028-03-31,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Severe Accident Evaluation (SAE) & Containment Performance between 2027-07-01 and 2028-03-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is PRA/Risk Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-FP-01; PB-MAT-01; PB-SUPPLY-01; PB-TEST-01,,5,4,2,1,3,3,3,5,3,HP-I1 implementation authorization
D-7.d,Inservice Inspection (ISI) - ASME Section XI,Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,Operations Programs,2029-04-01,2029-12-31,False,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Inservice Inspection (ISI) - ASME Section XI between 2029-04-01 and 2029-12-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Operations/Training; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-MAT-01; PB-TEST-01,,5,4,1,1,3,4,3,5,2,HP-I1 implementation authorization
D-DEMO-06,"Shielding, Confinement and Radiological Controls",Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,Demonstrator Direct Demonstrator,2027-10-01,2028-10-31,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Shielding, Confinement and Radiological Controls between 2027-10-01 and 2028-10-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Radiation Protection/Chemistry; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-CHEM-01; PB-FP-01; PB-FUEL-01; PB-MAT-01; PB-TEST-01,,5,4,5,2,3,1,4,5,5,HP-I1 implementation authorization
D-3.13.f,Emergency Preparedness (EP) Training & ERO Integration (50.47/App E),Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,SRP Chapters,2029-04-01,2030-03-31,False,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Emergency Preparedness (EP) Training & ERO Integration (50.47/App E) between 2029-04-01 and 2030-03-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Operations/Training; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-MCA-01; PB-TEST-01,,5,3,2,1,3,1,3,5,2,HP-I1 implementation authorization
D-3.16.f,Operability Determinations & Functionality Guidance,Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,SRP Chapters,2029-04-01,2029-12-31,False,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Operability Determinations & Functionality Guidance between 2029-04-01 and 2029-12-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Licensing Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-TEST-01; PB-WASTE-01,,5,3,1,1,3,4,3,5,2,HP-I1 implementation authorization
D-5.g,Evacuation Time Estimate (ETE) & Traffic Modeling,Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,EP,2027-07-01,2027-12-31,False,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Evacuation Time Estimate (ETE) & Traffic Modeling between 2027-07-01 and 2027-12-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Operations/Training; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-CHEM-01; PB-TEST-01,,5,4,2,1,3,3,3,5,3,HP-I1 implementation authorization
D-13.g,Interface to NRC Inspections & Authorizations,Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,Readiness,2029-01-01,2030-09-30,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Interface to NRC Inspections & Authorizations between 2029-01-01 and 2030-09-30 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Test/Commissioning Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-MAT-01; PB-TEST-01,,6,5,5,1,3,4,3,5,2,HP-I1 implementation authorization
D-3.16.b,TS Drafting Using STS Templates,Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,SRP Chapters,2027-07-01,2027-12-31,False,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver TS Drafting Using STS Templates between 2027-07-01 and 2027-12-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Licensing Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-TEST-01; PB-WASTE-01,,5,3,5,1,3,1,3,5,2,HP-I1 implementation authorization
D-3.18.m,Integrated System Validation (ISV) - Execution,Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,SRP Chapters,2029-04-01,2029-12-31,False,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Integrated System Validation (ISV) - Execution between 2029-04-01 and 2029-12-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Human Factors Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-TEST-01; PB-WASTE-01,,6,5,5,1,3,4,3,5,2,HP-I1 implementation authorization
D-13.h,Configuration Freeze & Change Control at Gates,Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,Readiness,2027-04-01,2028-09-30,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Configuration Freeze & Change Control at Gates between 2027-04-01 and 2028-09-30 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Thermal-Hydraulics; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-CHEM-01; PB-FUEL-01; PB-MAT-01; PB-TEST-01,,5,5,2,1,3,3,3,5,5,HP-I1 implementation authorization
D-3.17.m,"Training, Qualification & Indoctrination",Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,SRP Chapters,2029-07-01,2030-06-30,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Training, Qualification & Indoctrination between 2029-07-01 and 2030-06-30 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Quality Assurance; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-SUPPLY-01; PB-TEST-01,,5,3,2,1,3,1,3,5,2,HP-I1 implementation authorization
D-3.18.l,HFE Verification & Validation (V&V) Plan & Readiness,Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,SRP Chapters,2029-07-01,2029-12-31,False,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver HFE Verification & Validation (V&V) Plan & Readiness between 2029-07-01 and 2029-12-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Human Factors Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-TEST-01; PB-WASTE-01,,6,5,5,1,3,4,3,5,2,HP-I1 implementation authorization
D-5.i,"Staffing, Augmentation & Training (NIMS/ICS)",Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,EP,2029-07-01,2030-03-31,False,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Staffing, Augmentation & Training (NIMS/ICS) between 2029-07-01 and 2030-03-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Operations/Training; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-CHEM-01; PB-TEST-01,,5,4,2,1,3,1,3,5,3,HP-I1 implementation authorization
D-3.16.g,"Internal Consistency, Verification & Peer Review",Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,SRP Chapters,2027-10-01,2028-03-31,False,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Internal Consistency, Verification & Peer Review between 2027-10-01 and 2028-03-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Licensing Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-TEST-01; PB-WASTE-01,,5,3,5,1,3,1,3,5,2,HP-I1 implementation authorization
D-3.18.o,Closure & FSAR Chapter 18 Authoring,Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,SRP Chapters,2027-10-01,2028-03-31,False,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Closure & FSAR Chapter 18 Authoring between 2027-10-01 and 2028-03-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Licensing Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-TEST-01; PB-WASTE-01,,5,4,5,1,3,1,3,5,2,HP-I1 implementation authorization
D-3.19.m,"SAMG Development, Validation & Training",Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,SRP Chapters,2029-07-01,2030-03-31,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver SAMG Development, Validation & Training between 2029-07-01 and 2030-03-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is PRA/Risk Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-MAT-01; PB-TEST-01,,5,3,2,1,3,1,3,5,2,HP-I1 implementation authorization
D-4.g,"Security & Cyber Procedures, Training, and Qualification",Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,Security & Cyber,2029-07-01,2030-03-31,False,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Security & Cyber Procedures, Training, and Qualification between 2029-07-01 and 2030-03-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Operations/Training; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-MAT-01; PB-MCA-01; PB-TEST-01,,5,4,2,1,3,1,3,5,2,HP-I1 implementation authorization
D-3.19.j,Peer Review & F&O Closure (RG 1.200),Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,SRP Chapters,2027-10-01,2028-03-31,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Peer Review & F&O Closure (RG 1.200) between 2027-10-01 and 2028-03-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is PRA/Risk Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-MAT-01; PB-TEST-01; PB-WASTE-01,,5,3,2,1,3,3,3,5,2,HP-I1 implementation authorization
D-4.h,"Drills, Force-on-Force (FOF), and Tabletop Exercises",Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,Security & Cyber,2027-10-01,2028-03-31,False,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Drills, Force-on-Force (FOF), and Tabletop Exercises between 2027-10-01 and 2028-03-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Cyber/Security Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-MAT-01; PB-MCA-01; PB-TEST-01,,5,4,5,1,3,1,3,5,2,HP-I1 implementation authorization
D-3.17.n,"FSAR Chapter 17 Drafting, Reviews & Submittal",Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,SRP Chapters,2027-10-01,2028-03-31,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver FSAR Chapter 17 Drafting, Reviews & Submittal between 2027-10-01 and 2028-03-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Licensing Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-SUPPLY-01; PB-TEST-01,,5,3,5,1,3,1,3,5,2,HP-I1 implementation authorization
D-7.g,Fitness-for-Duty (FFD) - 10 CFR 26,Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,Operations Programs,2029-07-01,2030-06-30,False,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Fitness-for-Duty (FFD) - 10 CFR 26 between 2029-07-01 and 2030-06-30 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Operations/Training; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-CHEM-01; PB-MAT-01; PB-MCA-01; PB-TEST-01,,5,4,1,1,3,4,3,5,3,HP-I1 implementation authorization
